Name,Age,AnnualIncome,Debt,Savings,EducationLevel,EmploymentStatus,MaritalStatus,HouseholdSize,YearsInCurrentJob,HasChildren,HomeOwnership,Location,CreditHistory,DrivingExperience,MonthlyExpenses,EmploymentType,LoanApprovalHistory,HealthCondition,ProbabilityOfCarPurchase
Customer479,53,43919,43668,26167,PhD,Self-Employed,Married,4,3,0,Own,Urban,Excellent,6.061175187170453,1671.7881143528223,Part-Time,Denied,Excellent,0.48856116058484156
Customer480,51,99346,23177,21312,Bachelor,Unemployed,Divorced,2,5,1,Rent,Urban,Fair,18.08960860652287,583.0538856936018,Full-Time,Denied,Fair,0.11393818312798532
Customer481,48,69974,24022,27840,High School,Employed,Single,1,4,1,Rent,Rural,Poor,18.619961779769515,2955.2380899221776,Part-Time,Approved,Excellent,0.08395166149978384
Customer482,27,46371,40761,18990,Bachelor,Employed,Single,3,5,0,Rent,Rural,Excellent,8.64961732846309,3680.557269785665,Contract,Approved,Excellent,0.3395648455635287
Customer483,36,75084,5542,44179,College,Employed,Married,3,8,1,Rent,Rural,Fair,17.915748585156884,4056.833641473446,Full-Time,Approved,Good,0.31084615551739325
Customer484,49,59629,25476,5906,Bachelor,Self-Employed,Divorced,2,8,1,Mortgage,Rural,Poor,8.29502899099648,1371.8251986116477,Contract,Denied,Poor,0.9536564509632712
Customer485,18,81184,30784,48796,Master,Self-Employed,Single,1,6,1,Own,Suburban,Excellent,14.999519804764303,1677.8879106666066,Part-Time,Denied,Excellent,0.7836227424434298
Customer486,22,91916,22740,40379,High School,Unemployed,Married,4,1,1,Own,Rural,Excellent,10.04290213340676,2806.6591637028337,Part-Time,Approved,Poor,0.6599242952590599
Customer487,62,103972,24817,17297,Bachelor,Employed,Divorced,2,8,1,Own,Rural,Good,3.329079973636477,1987.7036448650083,Full-Time,Denied,Excellent,0.5176480890176051
Customer488,21,92187,47596,2011,High School,Self-Employed,Married,1,8,1,Mortgage,Rural,Good,18.630749823503407,4372.301689643502,Full-Time,Denied,Excellent,0.16736753072665134
Customer489,33,42984,16052,44014,High School,Employed,Married,5,2,1,Own,Urban,Poor,9.627835274173195,2631.920691824241,Full-Time,Approved,Poor,0.9784566721842839
Customer490,41,63039,35153,46558,College,Unemployed,Single,3,4,0,Mortgage,Rural,Poor,14.955253766125669,4098.103898459013,Contract,Approved,Good,0.37504069824021
Customer491,33,115431,47076,11738,College,Unemployed,Single,4,2,0,Own,Urban,Poor,7.976302474194551,3112.788922170592,Part-Time,Denied,Excellent,0.1069256024472448
Customer492,19,113691,671,28797,Master,Unemployed,Single,4,4,0,Rent,Urban,Excellent,1.3587366929484586,3978.9056372770037,Part-Time,Approved,Poor,0.4937988957157461
Customer493,45,88606,163,47498,PhD,Employed,Married,4,10,0,Mortgage,Urban,Poor,2.9100768151448824,1997.0284393864572,Contract,Denied,Excellent,0.8739980116130832
Customer494,49,40616,41424,11120,High School,Self-Employed,Single,3,7,0,Own,Urban,Excellent,10.428170110308564,4241.3747986864,Full-Time,Approved,Fair,0.8872910017773294
Customer495,44,80072,44002,8767,PhD,Self-Employed,Married,1,9,0,Rent,Suburban,Poor,14.109322785400886,1735.575419979597,Full-Time,Approved,Fair,0.010965916056447256
Customer496,37,54574,4795,22852,Master,Unemployed,Married,2,8,0,Rent,Rural,Excellent,7.359971205006302,2957.4446360148086,Contract,Denied,Fair,0.8862957447513997
Customer497,41,33430,10634,13703,High School,Self-Employed,Single,1,9,0,Rent,Urban,Excellent,14.214280724375357,1463.032009282434,Part-Time,Denied,Fair,0.2714842174998585
Customer498,29,42676,4798,929,High School,Unemployed,Divorced,2,8,0,Mortgage,Rural,Good,14.274076199207165,2639.86934731787,Part-Time,Approved,Good,0.038972363968423074
Customer499,52,40816,22420,11951,PhD,Employed,Divorced,4,2,1,Mortgage,Urban,Fair,14.374782239228786,1931.7884427891643,Part-Time,Denied,Fair,0.8477902703628744
Customer500,50,62733,29300,26039,Bachelor,Unemployed,Divorced,1,7,1,Own,Suburban,Excellent,10.35791522638966,1700.165437867464,Part-Time,Approved,Poor,0.8638667559882083
Customer501,50,115680,24345,48613,College,Employed,Married,4,2,0,Rent,Urban,Poor,18.382836852308575,4851.432581126169,Contract,Denied,Excellent,0.59623107984235
Customer502,60,32050,10749,29504,Bachelor,Unemployed,Married,5,2,1,Own,Rural,Good,10.294733841631697,1220.3334746902879,Part-Time,Approved,Poor,0.5744337572963584
Customer503,54,63933,38595,17438,PhD,Self-Employed,Married,4,4,1,Own,Rural,Poor,9.555038676436126,4042.966268558279,Contract,Approved,Fair,0.8131202726214194
Customer504,29,54951,25121,48515,College,Self-Employed,Single,4,1,0,Rent,Suburban,Poor,4.788235561201913,4928.742317674467,Full-Time,Approved,Good,0.7863095527102798
Customer505,20,62413,37487,5744,Bachelor,Unemployed,Married,2,5,0,Own,Rural,Excellent,6.845446659770394,589.5566768303503,Contract,Denied,Fair,0.8901054734427041
Customer506,18,64801,28411,18284,College,Self-Employed,Single,5,6,0,Mortgage,Rural,Excellent,1.8043553578477636,3645.6233631894274,Part-Time,Approved,Fair,0.5527474475967035
Customer507,50,85619,33361,42417,High School,Self-Employed,Single,4,9,1,Own,Urban,Fair,13.037170578707235,1638.103125003292,Full-Time,Approved,Good,0.9676470927328087
Customer508,57,62913,21223,39748,Bachelor,Self-Employed,Divorced,4,10,1,Rent,Rural,Excellent,5.722179134614764,682.19520947737,Contract,Approved,Good,0.9961468309333384
Customer509,27,70600,7394,7069,College,Employed,Divorced,5,8,0,Mortgage,Urban,Excellent,6.778949835223837,2313.0031053048388,Contract,Approved,Good,0.11654460999863259
Customer510,60,87775,14056,42359,College,Self-Employed,Divorced,5,2,1,Mortgage,Suburban,Fair,15.645475911622103,4708.480145768937,Contract,Denied,Good,0.8495437595541221
Customer511,61,65400,28380,19799,College,Employed,Single,1,1,1,Own,Rural,Poor,7.217202480067623,552.9429246514895,Full-Time,Denied,Good,0.499822257748589
Customer512,46,34494,26035,33210,Bachelor,Unemployed,Single,2,2,1,Own,Urban,Fair,5.601721948249701,3145.4856136840176,Contract,Approved,Good,0.3875663382998321
Customer513,30,110688,30620,28226,Master,Self-Employed,Single,5,7,0,Mortgage,Rural,Fair,4.212097233540409,2756.2841536789597,Part-Time,Approved,Excellent,0.613072309882715
Customer514,29,119431,19877,4652,Bachelor,Self-Employed,Married,5,4,1,Own,Urban,Fair,15.722309641457162,4430.228739669714,Full-Time,Denied,Fair,0.055965557262007026
Customer515,48,104691,43404,24323,PhD,Self-Employed,Single,3,10,1,Rent,Suburban,Good,3.464418901810511,878.0077153428155,Full-Time,Approved,Fair,0.5064611187670799
Customer516,63,73001,30911,42138,Bachelor,Unemployed,Divorced,5,5,1,Own,Urban,Poor,9.621321444756717,3566.8671344899267,Contract,Denied,Good,0.8708905700266667
Customer517,19,97364,32784,7597,College,Employed,Divorced,2,7,1,Own,Rural,Good,10.631672205466694,3560.493642949748,Part-Time,Approved,Poor,0.2134615161389688
Customer518,52,75028,3191,47093,High School,Employed,Single,4,3,1,Mortgage,Urban,Good,14.060408341028577,3510.8600758802745,Full-Time,Denied,Good,0.4263898947694251
Customer519,40,67573,33160,37226,Bachelor,Self-Employed,Single,4,10,1,Own,Rural,Excellent,13.032386164326914,4740.505227207666,Contract,Approved,Excellent,0.9394808877148755
Customer520,34,30806,25000,6591,Bachelor,Unemployed,Divorced,4,2,1,Own,Suburban,Fair,16.40369278595832,4203.893880530962,Part-Time,Denied,Poor,0.4285638378056973
Customer521,43,86638,39040,49114,College,Unemployed,Single,4,7,0,Own,Urban,Fair,1.8502772445985247,688.877268095777,Contract,Denied,Excellent,0.3583676323323983
Customer522,25,59757,49723,25833,High School,Unemployed,Divorced,3,5,0,Rent,Rural,Good,6.632373770808547,2619.8728281703093,Contract,Denied,Poor,0.4405366481233782
Customer523,46,64636,3631,11826,High School,Unemployed,Married,5,1,1,Own,Rural,Excellent,6.322548256732215,2290.788752906001,Full-Time,Approved,Poor,0.5194527665175563
Customer524,43,110097,6172,26417,PhD,Unemployed,Divorced,4,1,0,Rent,Rural,Excellent,3.774321206250056,1895.6624949086092,Full-Time,Denied,Good,0.6319913441314688
Customer525,27,78280,42080,18693,Bachelor,Employed,Married,1,9,1,Rent,Urban,Excellent,6.49438682327242,2531.015263193438,Contract,Denied,Excellent,0.8006928009167311
Customer526,43,54262,23561,14138,High School,Employed,Single,4,5,1,Rent,Urban,Poor,6.885540968715165,2228.873832166899,Full-Time,Approved,Poor,0.45210220576431426
Customer527,51,110435,24817,2169,High School,Employed,Single,5,1,1,Rent,Urban,Good,10.915804776622087,2445.502549453994,Full-Time,Approved,Excellent,0.8174809350901403
Customer528,58,92211,20281,18556,Master,Self-Employed,Married,4,7,0,Mortgage,Suburban,Poor,13.610385099598865,4906.678395238891,Part-Time,Approved,Good,0.5337206613520806
Customer529,24,84842,28671,22052,Master,Unemployed,Single,3,9,1,Rent,Rural,Excellent,8.240909758624468,898.8483863731135,Part-Time,Approved,Good,0.33848051036797766
Customer530,21,86979,25364,6313,High School,Self-Employed,Married,2,1,1,Own,Rural,Excellent,14.669934394954243,4650.038914274284,Contract,Denied,Good,0.6579508281194142
Customer531,62,111470,41674,8315,PhD,Unemployed,Single,2,10,0,Rent,Suburban,Excellent,7.38714143301202,2661.0652106196203,Contract,Approved,Good,0.7177222547434914
Customer532,28,68197,27425,8036,High School,Employed,Divorced,5,4,0,Own,Suburban,Fair,6.515389868980447,3306.840104747935,Contract,Approved,Fair,0.5580489756294875
Customer533,46,71844,49927,31778,College,Self-Employed,Single,2,3,1,Rent,Urban,Good,11.282573061283463,4235.823349779623,Contract,Approved,Poor,0.05661497313472341
Customer534,53,94754,28602,27734,Bachelor,Employed,Divorced,2,5,0,Mortgage,Urban,Fair,1.4506108458100215,2122.0836311716503,Part-Time,Approved,Fair,0.1698828751608249
Customer535,42,64157,23253,23173,PhD,Unemployed,Divorced,1,7,0,Rent,Urban,Poor,2.515993349046007,2436.898586395851,Full-Time,Approved,Good,0.2852977208902282
Customer536,38,107129,23472,30403,College,Unemployed,Married,5,8,1,Rent,Urban,Fair,8.941421328144013,2342.833161254213,Part-Time,Approved,Poor,0.2826256059514931
Customer537,53,70042,49230,785,PhD,Unemployed,Single,5,2,1,Mortgage,Urban,Good,18.915341516443373,2186.289601410919,Contract,Approved,Poor,0.6734208002468706
Customer538,27,91665,8080,6139,College,Employed,Married,2,7,1,Rent,Urban,Fair,14.70872381702505,4664.881947411027,Contract,Denied,Excellent,0.018348661673632582
Customer539,54,112856,7099,6344,Bachelor,Unemployed,Single,2,1,0,Own,Suburban,Excellent,2.6744048205105972,4230.184510368555,Part-Time,Denied,Good,0.7556817770495199
Customer540,26,57376,25431,18800,Bachelor,Employed,Divorced,2,7,0,Rent,Suburban,Poor,17.0800422428366,990.4999543833924,Part-Time,Denied,Fair,0.2653424748069332
Customer541,41,85554,31186,25372,Master,Self-Employed,Divorced,3,8,0,Rent,Suburban,Poor,14.913714641555439,986.5550861469321,Contract,Denied,Excellent,0.3100218462161024
Customer542,52,44199,47684,20538,College,Unemployed,Single,4,2,1,Rent,Rural,Excellent,12.60798398835041,2425.4128168384605,Full-Time,Denied,Poor,0.5279098279439243
Customer543,52,111412,30111,14973,Master,Unemployed,Single,3,9,0,Mortgage,Rural,Excellent,16.58556625157437,943.9581952976407,Contract,Approved,Fair,0.21592560093895752
Customer544,53,80948,39851,5619,College,Unemployed,Married,5,1,0,Rent,Urban,Excellent,8.678087107116184,3285.9189287200384,Part-Time,Approved,Good,0.8844713135755276
Customer545,35,103781,22614,34704,Master,Self-Employed,Single,1,6,1,Rent,Suburban,Good,5.208519966223202,1146.6122326778027,Contract,Approved,Fair,0.08536877932656528
Customer546,56,102750,26724,36575,Bachelor,Unemployed,Single,4,1,1,Own,Rural,Fair,10.728444393066427,2850.6796878506048,Contract,Approved,Fair,0.44438236230106487
Customer547,49,96262,41991,39919,PhD,Employed,Single,1,3,1,Rent,Rural,Poor,11.427993356276003,532.4897615167299,Full-Time,Denied,Fair,0.84942226945489
Customer548,41,76600,4940,42261,Master,Employed,Married,5,6,0,Rent,Suburban,Fair,11.22820106818833,1924.6835678569103,Contract,Denied,Excellent,0.6158438944212358
Customer549,40,106898,28758,45123,College,Unemployed,Single,5,3,1,Rent,Rural,Excellent,11.736402038122,3547.3582565269494,Contract,Approved,Poor,0.29232951584263345
Customer550,49,92483,36224,27716,College,Unemployed,Divorced,1,8,0,Rent,Rural,Excellent,19.025393446544435,2678.1752310253178,Contract,Approved,Fair,0.4207602077764607
Customer551,54,48297,7788,3236,Bachelor,Self-Employed,Married,1,5,0,Own,Suburban,Fair,18.142666838828397,4902.212686995446,Part-Time,Denied,Poor,0.7066943803425146
Customer552,29,60448,28082,15848,College,Self-Employed,Married,1,2,1,Own,Rural,Poor,17.63862369461985,4433.467082297949,Part-Time,Denied,Excellent,0.9732607433638993
Customer553,30,56172,24034,2352,High School,Self-Employed,Divorced,5,4,1,Mortgage,Suburban,Good,16.226919407263914,2115.81850569418,Full-Time,Denied,Good,0.8931387183794335
Customer554,40,72874,35479,1932,PhD,Unemployed,Divorced,2,9,1,Rent,Rural,Fair,18.925134038040422,704.6894366252357,Contract,Approved,Good,0.3424328083823768
Customer555,42,37657,11280,10913,Master,Self-Employed,Divorced,1,4,1,Mortgage,Suburban,Excellent,2.8713981919086615,4305.318350517585,Part-Time,Approved,Fair,0.9981978792878575
Customer556,52,114386,18052,8556,PhD,Self-Employed,Single,4,10,1,Mortgage,Rural,Excellent,6.03734196746905,4600.5543964160215,Full-Time,Denied,Excellent,0.003504663531058272
Customer557,58,55425,16531,21300,Bachelor,Employed,Divorced,5,10,0,Rent,Rural,Good,10.406062967437112,4192.823270385666,Contract,Denied,Good,0.02762975580841509
Customer558,47,56685,22804,5498,Master,Self-Employed,Single,3,8,0,Own,Suburban,Fair,17.0841553693447,1075.7747341389418,Full-Time,Approved,Excellent,0.8238405151711938
Customer559,34,54578,28903,10582,Master,Employed,Married,3,5,0,Own,Rural,Good,10.598148518931918,4990.618104855294,Full-Time,Approved,Excellent,0.19946268683305202
Customer560,37,58831,44857,46633,High School,Employed,Married,4,10,1,Rent,Suburban,Good,15.212660047490186,1663.6289969874822,Full-Time,Approved,Fair,0.06076926839624086
Customer561,42,37906,10142,9569,Bachelor,Self-Employed,Divorced,2,1,0,Rent,Suburban,Poor,3.640238199729408,3758.9221076376652,Full-Time,Approved,Fair,0.23714807323650222
Customer562,39,91413,49517,4857,College,Employed,Single,1,7,1,Own,Rural,Poor,5.7958624465546436,4586.156943510747,Full-Time,Denied,Excellent,0.4261001539808602
Customer563,30,84028,48355,340,High School,Unemployed,Divorced,5,3,1,Rent,Urban,Excellent,14.903745805715776,1560.5920144881925,Full-Time,Denied,Excellent,0.7305662704334048
Customer564,36,37287,9866,43949,High School,Unemployed,Divorced,1,10,0,Rent,Rural,Fair,4.129946168866757,4587.163496046797,Full-Time,Denied,Fair,0.6243355265512055
Customer565,53,63660,4531,16766,PhD,Self-Employed,Single,5,8,0,Rent,Urban,Poor,7.675762758443608,1892.6671063769013,Contract,Approved,Excellent,0.23762121756042043
Customer566,29,105758,45454,26132,PhD,Unemployed,Divorced,3,3,1,Own,Urban,Excellent,6.0324588984578575,4893.859500728253,Contract,Approved,Fair,0.5032704481005844
Customer567,58,90504,38098,8491,PhD,Employed,Married,1,1,0,Mortgage,Rural,Fair,7.647372190227091,1765.6700917121357,Full-Time,Approved,Poor,0.9262141053985687
Customer568,36,89720,38278,138,High School,Unemployed,Divorced,4,5,1,Mortgage,Urban,Excellent,14.458156932481437,4790.461211410258,Contract,Denied,Excellent,0.8150077769837577
Customer569,29,64701,28138,358,College,Self-Employed,Single,2,2,0,Rent,Suburban,Poor,7.989096441713219,740.9509290170371,Full-Time,Denied,Fair,0.3231897848317934
Customer570,26,113300,27065,9714,Master,Self-Employed,Single,4,4,0,Own,Suburban,Excellent,11.550003129550865,3691.7240525141588,Contract,Denied,Excellent,0.9822645613556963
Customer571,24,47674,29956,19840,PhD,Employed,Married,2,1,0,Rent,Urban,Fair,2.898705664033783,2894.5001022665165,Part-Time,Approved,Fair,0.708620400435131
Customer572,45,113560,41732,34395,College,Self-Employed,Single,1,9,0,Own,Suburban,Fair,16.295336171457926,2650.446847052288,Full-Time,Approved,Excellent,0.06244935566678178
Customer573,31,53874,39261,30654,Bachelor,Unemployed,Single,1,6,0,Rent,Rural,Excellent,8.027883887314372,1505.72441415128,Part-Time,Denied,Good,0.03516071328863868
Customer574,48,73642,10759,25879,PhD,Self-Employed,Married,2,8,1,Own,Suburban,Fair,13.322149021633507,3675.181053994214,Full-Time,Approved,Good,0.16840794901002998
Customer575,36,95160,5439,15996,Master,Employed,Divorced,3,4,0,Own,Urban,Excellent,14.78240243157482,1358.642711508382,Full-Time,Denied,Excellent,0.7278558680501468
Customer576,64,47602,47241,37772,Bachelor,Self-Employed,Married,5,9,0,Mortgage,Rural,Fair,4.983557520122307,2987.788081931457,Part-Time,Denied,Good,0.1837389258424279
Customer577,33,118801,42533,26762,Bachelor,Unemployed,Divorced,4,2,0,Rent,Suburban,Excellent,17.808824714113648,1639.6041336811286,Part-Time,Denied,Excellent,0.5114867692088335
Customer578,22,55931,28270,13283,Master,Employed,Married,4,9,1,Mortgage,Rural,Excellent,12.708260780532106,4800.296209016103,Part-Time,Denied,Excellent,0.09326012018083174
Customer579,52,59192,13279,39420,PhD,Unemployed,Divorced,4,5,1,Mortgage,Urban,Excellent,9.145777693278148,628.8403722604377,Full-Time,Approved,Poor,0.9208861578301951
Customer580,29,76542,39279,19554,High School,Employed,Married,1,6,1,Own,Suburban,Good,4.464368487986171,1398.7772605005644,Part-Time,Approved,Poor,0.34396061358356755
Customer581,42,72520,44251,20219,Master,Self-Employed,Divorced,4,3,1,Rent,Rural,Fair,18.903717820122928,1590.3977287435148,Part-Time,Approved,Good,0.9081320565606308
Customer582,38,94772,23888,34919,Master,Employed,Married,5,4,1,Own,Rural,Poor,15.346295878500877,2363.305215955174,Contract,Approved,Poor,0.9448756419105443
Customer583,53,88762,17630,9429,Master,Employed,Divorced,5,6,0,Own,Suburban,Excellent,4.952466691931729,1547.286088415241,Contract,Approved,Poor,0.006128647313680791
Customer584,40,80106,35144,46840,Bachelor,Self-Employed,Married,2,7,0,Own,Rural,Good,7.416504719760265,2711.070906209534,Part-Time,Approved,Excellent,0.46413518719873204
Customer585,33,111121,31182,44695,College,Unemployed,Single,1,1,0,Rent,Rural,Poor,16.383810903673393,4426.094854663425,Part-Time,Denied,Fair,0.024656055706892888
Customer586,56,55559,25538,39673,High School,Self-Employed,Divorced,5,7,1,Rent,Urban,Excellent,14.21787560109144,3704.2853963412686,Part-Time,Approved,Excellent,0.9086927663029059
Customer587,62,63742,11824,19218,PhD,Employed,Married,3,1,1,Own,Urban,Poor,15.549901561598762,3109.8289124079997,Part-Time,Approved,Poor,0.5184075447345758
Customer588,59,99669,32125,12452,PhD,Self-Employed,Divorced,1,5,0,Rent,Urban,Good,9.382820942045715,900.5143009220584,Contract,Approved,Excellent,0.07494401269849682
Customer589,56,110199,6979,48980,College,Employed,Divorced,1,6,1,Own,Urban,Poor,14.613048990201172,3622.9644877517403,Full-Time,Denied,Good,0.11027672827656687
Customer590,31,51754,26189,18951,Master,Self-Employed,Married,5,2,1,Rent,Urban,Excellent,8.34338073441436,1248.8642793992294,Part-Time,Approved,Fair,0.38350902449273905
Customer591,48,33972,42600,1307,High School,Self-Employed,Divorced,3,10,1,Rent,Urban,Poor,5.013995421825732,4038.6532368276407,Part-Time,Denied,Poor,0.9402341928728895
Customer592,22,100831,12504,14852,PhD,Unemployed,Married,2,9,0,Mortgage,Suburban,Poor,13.020863661985839,1625.2554132956893,Contract,Approved,Poor,0.6929091515680809
Customer593,52,71873,20669,25232,PhD,Employed,Single,5,10,0,Own,Urban,Excellent,19.54426458637709,2376.719277444054,Part-Time,Approved,Excellent,0.8676188661891324
Customer594,40,39903,6910,35428,Master,Unemployed,Divorced,3,6,1,Mortgage,Rural,Good,6.901418456511262,2077.1159104306753,Part-Time,Approved,Excellent,0.36645664633997965
Customer595,46,33020,46857,43171,College,Employed,Single,1,7,1,Mortgage,Suburban,Good,9.758422252038253,4364.662616036856,Contract,Denied,Excellent,0.04321369954999832
Customer596,60,71755,34964,26485,High School,Self-Employed,Divorced,3,10,1,Own,Rural,Poor,13.806026050327219,1069.4500642103367,Part-Time,Denied,Excellent,0.9743176372044141
Customer597,28,115956,20131,10238,College,Employed,Divorced,1,8,1,Own,Urban,Fair,11.288619360327269,3045.4019707315488,Part-Time,Approved,Poor,0.017172990662369547
Customer598,35,116988,25227,38975,College,Unemployed,Divorced,5,10,0,Rent,Urban,Poor,17.025128118471937,1139.27724249378,Contract,Approved,Excellent,0.947651653081089
Customer599,64,75648,5978,1140,High School,Unemployed,Married,5,1,1,Own,Rural,Fair,15.473111422920802,3671.58126259484,Full-Time,Approved,Poor,0.3686774238491447
Customer600,29,39516,21991,24842,High School,Unemployed,Single,4,8,0,Mortgage,Rural,Poor,2.107646873384784,4572.851575075165,Part-Time,Denied,Excellent,0.010090405021881521
Customer601,26,32396,17153,26421,PhD,Employed,Divorced,4,4,0,Mortgage,Rural,Good,19.970003444551708,2455.7344424026405,Part-Time,Denied,Fair,0.6891572317245083
Customer602,27,114082,33548,1708,PhD,Unemployed,Married,4,10,0,Own,Suburban,Poor,15.295646620669878,2696.4151711923914,Full-Time,Approved,Fair,0.9805403040313542
Customer603,61,49129,42676,3630,High School,Unemployed,Divorced,5,8,1,Mortgage,Urban,Poor,17.41416300958815,4673.40276417243,Contract,Denied,Excellent,0.9656257228375925
Customer604,34,31591,39071,19595,Bachelor,Unemployed,Married,2,6,0,Rent,Rural,Fair,13.372756529811582,2844.461248922107,Full-Time,Denied,Excellent,0.16093701120241843
Customer605,55,41303,47454,10485,PhD,Self-Employed,Divorced,5,9,0,Mortgage,Urban,Good,17.26941743288848,2694.1929712230244,Part-Time,Denied,Good,0.18124780606615498
Customer606,24,60561,3983,28308,Bachelor,Self-Employed,Single,3,4,1,Rent,Rural,Fair,3.1352765236454787,3102.4809621693685,Full-Time,Denied,Fair,0.5655389146196601
Customer607,63,101719,9503,44789,High School,Employed,Single,5,2,1,Mortgage,Urban,Poor,7.607018875626996,3601.533813633284,Contract,Approved,Poor,0.6373048264283244
Customer608,30,116231,29921,26086,PhD,Employed,Divorced,5,2,1,Rent,Suburban,Excellent,17.65199792848536,980.9751878916412,Part-Time,Approved,Fair,0.7394179136658656
Customer609,57,37314,16905,16859,College,Unemployed,Married,1,5,0,Rent,Urban,Poor,4.8314490140709525,4194.997374836822,Contract,Denied,Poor,0.1810503604721475
Customer610,59,49623,45838,7684,High School,Self-Employed,Divorced,1,10,1,Own,Rural,Poor,2.486599873020432,2459.7726235396667,Contract,Denied,Excellent,0.9590070867644345
Customer611,26,97675,23953,25552,Master,Unemployed,Married,1,9,0,Rent,Urban,Fair,15.97425985895916,825.568294538685,Full-Time,Denied,Fair,0.6387392562892379
Customer612,44,95082,26806,1207,Bachelor,Unemployed,Divorced,5,3,0,Own,Suburban,Excellent,16.874236957222628,4037.822011391959,Full-Time,Approved,Fair,0.8470469188705548
Customer613,19,113624,45000,46099,High School,Self-Employed,Married,2,8,1,Mortgage,Suburban,Excellent,4.090392145608112,2196.2748725882243,Contract,Approved,Good,0.5400657152841718
Customer614,22,63130,22168,1960,High School,Self-Employed,Single,3,4,0,Mortgage,Urban,Fair,17.232573672871595,951.6537279277427,Contract,Denied,Good,0.4142768475898826
Customer615,46,81756,4583,557,PhD,Self-Employed,Divorced,3,6,0,Mortgage,Rural,Good,14.048588116346222,3352.005677944627,Part-Time,Denied,Fair,0.977182906594996
Customer616,54,56292,38714,29689,PhD,Employed,Single,2,10,0,Rent,Suburban,Excellent,10.881570981115095,4460.591090451388,Contract,Denied,Fair,0.5821213708198361
Customer617,55,116206,49145,48651,PhD,Employed,Single,2,6,0,Mortgage,Suburban,Excellent,16.774753662846315,4494.890792362939,Contract,Denied,Fair,0.8668735827991789
Customer618,36,99274,39896,13893,Master,Unemployed,Divorced,3,3,1,Mortgage,Urban,Fair,8.96573573706035,4809.485636640379,Full-Time,Approved,Poor,0.9532923963662899
Customer619,25,32469,11889,32272,PhD,Employed,Divorced,4,5,0,Own,Suburban,Good,4.685885168244547,4404.674568950096,Contract,Approved,Excellent,0.6753546270086592
Customer620,62,83947,27413,882,High School,Self-Employed,Married,1,3,1,Own,Suburban,Good,6.412200855601659,509.63413705463853,Contract,Approved,Good,0.548938678518675
Customer621,18,52534,12275,37529,PhD,Self-Employed,Married,1,1,0,Mortgage,Rural,Poor,10.598116347572981,2211.085248860256,Full-Time,Approved,Excellent,0.0035108509106506203
Customer622,39,93620,2461,38635,College,Employed,Single,3,7,0,Mortgage,Rural,Poor,11.095285060790339,4183.441609574764,Part-Time,Approved,Good,0.04001964073900599
Customer623,34,78874,14291,29535,PhD,Unemployed,Married,2,4,1,Rent,Rural,Fair,16.30603570238344,2148.1385269931343,Full-Time,Approved,Good,0.20085121605111633
Customer624,24,79708,46804,12869,Master,Unemployed,Married,4,7,0,Rent,Urban,Good,16.035701749394356,3206.9682787086776,Full-Time,Denied,Good,0.18600843185599525
Customer625,42,104553,11435,7166,College,Employed,Divorced,3,3,0,Mortgage,Suburban,Fair,12.045964586886923,3228.426263185394,Contract,Denied,Fair,0.25475879519984534
Customer626,62,98344,27935,12982,High School,Unemployed,Married,1,5,0,Own,Urban,Poor,15.83492418394405,2142.613868174704,Contract,Approved,Good,0.3049346376976608
Customer627,21,79138,33453,40697,High School,Unemployed,Single,5,5,0,Mortgage,Suburban,Fair,4.643695707579749,4570.132672765794,Part-Time,Approved,Excellent,0.36006549355072826
Customer628,53,84302,18544,38115,Bachelor,Unemployed,Married,2,2,0,Rent,Suburban,Fair,1.9512260147725926,2764.5275542375293,Contract,Approved,Good,0.42053769006887654
Customer629,23,77638,12258,7269,College,Self-Employed,Single,5,10,0,Own,Suburban,Excellent,17.5990426300593,2591.5289267187536,Part-Time,Denied,Excellent,0.09886633845601467
Customer630,48,108249,30841,28064,Bachelor,Self-Employed,Divorced,3,2,1,Own,Rural,Excellent,2.4355353814926217,4988.8118554785315,Part-Time,Denied,Good,0.04236193195278204
Customer631,36,32719,48758,13527,College,Employed,Single,1,4,1,Rent,Urban,Excellent,5.687080165135948,2720.751638326775,Part-Time,Denied,Good,0.6739444490730234
Customer632,61,52890,49190,2454,College,Self-Employed,Married,4,4,1,Mortgage,Urban,Poor,14.211060042863307,1302.7921336786148,Part-Time,Denied,Fair,0.5373348248430777
Customer633,56,107236,10736,20878,Master,Unemployed,Divorced,5,4,0,Mortgage,Suburban,Fair,8.779510814918874,2808.8124028854713,Contract,Approved,Excellent,0.44414420222011963
Customer634,44,66509,37643,12991,Bachelor,Self-Employed,Married,4,6,0,Mortgage,Urban,Excellent,17.64996542839467,4163.075309839685,Full-Time,Denied,Good,0.6344399411683523
Customer635,27,72534,43950,2808,Master,Employed,Divorced,1,2,0,Rent,Rural,Excellent,6.661616098583121,3995.8714710422664,Full-Time,Approved,Good,0.8276794072035405
Customer636,43,48787,34964,39410,College,Self-Employed,Divorced,5,6,1,Own,Urban,Excellent,1.2255555867178267,4048.6179429881195,Contract,Denied,Excellent,0.4276929091162046
Customer637,36,78845,28044,36593,High School,Unemployed,Married,4,7,0,Rent,Suburban,Poor,6.7124571706541385,3686.107027990603,Contract,Denied,Good,0.6411194650519794
Customer638,56,87932,39933,36304,College,Unemployed,Married,4,10,1,Mortgage,Rural,Poor,11.983425934511802,1643.980230800097,Part-Time,Denied,Poor,0.9535722238351587
